ID,INCIDENT_CODE,INCIDENT_TYPE_CODE,REQUESTED_BY,AFFECTED_ITEM,HELP_DESK_ID,INCIDENT_LINE_ITEM,ASSIGNED_DEPT,INCIDENT_PART_NO,INCIDENT_DESCRIPTION,INVESTIGATION_CODE,DIAGNOSIS_CODE,DEFECTIVE_PARTS,DIAGNOSIS_DESCRIPTION,RESOLUTION_CODE,R_DEPT_CODE,R_WORK_CENTER,RESOLUTION_DESC,CLOSURE_CODE,CLOSING_COMMENT
79,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.1,REMOVE,SUB-PART-001,remove broken part,D2.2.1.2,R_DEPT-04,R_W_CENTER-04,install new part,D2.2.1.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
80,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.1,REMOVE,SUB-PART-001,remove broken part,D2.2.1.2,R_DEPT-04,R_W_CENTER-04,install new part,D2.2.1.2.5,Inspection by Group-05: Installation of new component is accepted
81,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.1,R_DEPT-05,R_W_CENTER-05,scrap damaged part,D2.2.2.1.1,"Inspection by Group-01: No Need to remove fouling part, rework and use"
82,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.1,R_DEPT-05,R_W_CENTER-05,scrap damaged part,D2.2.2.1.2,Inspection by Group-02: Need more reworking to fit in
83,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.1,R_DEPT-05,R_W_CENTER-05,scrap damaged part,D2.2.2.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
84,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.1,R_DEPT-05,R_W_CENTER-05,scrap damaged part,D2.2.2.1.4,Inspection by Group-04: After following the #103 its not working perfectly
85,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.1,R_DEPT-05,R_W_CENTER-05,scrap damaged part,D2.2.2.1.5,Inspection by Group-05: Remove the fouling part
86,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.2,R_DEPT-06,R_W_CENTER-06,install new sealed part,D2.2.2.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
87,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.2,R_DEPT-06,R_W_CENTER-06,install new sealed part,D2.2.2.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
88,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.2,R_DEPT-06,R_W_CENTER-06,install new sealed part,D2.2.2.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
89,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.2,R_DEPT-06,R_W_CENTER-06,install new sealed part,D2.2.2.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
90,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.2,DEPT-09,PART-13,PART-13 reported as broken or damaged,D2.2.2,SCRAP,SUB-PART-003,clear damaged part,D2.2.2.2,R_DEPT-06,R_W_CENTER-06,install new sealed part,D2.2.2.2.5,Inspection by Group-05: Installation of new component is accepted
91,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.1,R_DEPT-01,R_W_CENTER-01,scrap ripped part,D2.3.1.1.1,"Inspection by Group-01: No Need to remove ripped part, rework and use"
92,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.1,R_DEPT-01,R_W_CENTER-01,scrap ripped part,D2.3.1.1.2,Inspection by Group-02: Need more reworking to fit in
93,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.1,R_DEPT-01,R_W_CENTER-01,scrap ripped part,D2.3.1.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
94,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.1,R_DEPT-01,R_W_CENTER-01,scrap ripped part,D2.3.1.1.4,Inspection by Group-04: After following the #103 its not working perfectly
95,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.1,R_DEPT-01,R_W_CENTER-01,scrap ripped part,D2.3.1.1.5,Inspection by Group-05: Remove the fouling part
96,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.2,R_DEPT-02,R_W_CENTER-02,install new unripped part,D2.3.1.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
97,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.2,R_DEPT-02,R_W_CENTER-02,install new unripped part,D2.3.1.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
98,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.2,R_DEPT-02,R_W_CENTER-02,install new unripped part,D2.3.1.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
99,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.2,R_DEPT-02,R_W_CENTER-02,install new unripped part,D2.3.1.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
100,D2,N,parker@ca.xyz.com,PRODUCT-0A,REP-02,D2.3,DEPT-05,PART-06,PART-06 ripped between 2 surfaces,D2.3.1,UNINSTALL,SUB-PART-007,uninstall ripped area,D2.3.1.2,R_DEPT-02,R_W_CENTER-02,install new unripped part,D2.3.1.2.5,Inspection by Group-05: Installation of new component is accepted
101,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.1,R_DEPT-03,R_W_CENTER-03,removed abrasion part,D3.1.1.1.1,"Inspection by Group-01: No Need to remove fouling part, rework and use"
102,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.1,R_DEPT-03,R_W_CENTER-03,removed abrasion part,D3.1.1.1.2,Inspection by Group-02: Need more reworking to fit in
103,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.1,R_DEPT-03,R_W_CENTER-03,removed abrasion part,D3.1.1.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
104,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.1,R_DEPT-03,R_W_CENTER-03,removed abrasion part,D3.1.1.1.4,Inspection by Group-04: After following the #103 its not working perfectly
105,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.1,R_DEPT-03,R_W_CENTER-03,removed abrasion part,D3.1.1.1.5,Inspection by Group-05: Remove the fouling part
106,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.2,R_DEPT-04,R_W_CENTER-04,installed new component,D3.1.1.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
107,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.2,R_DEPT-04,R_W_CENTER-04,installed new component,D3.1.1.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
108,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.2,R_DEPT-04,R_W_CENTER-04,installed new component,D3.1.1.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
109,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.2,R_DEPT-04,R_W_CENTER-04,installed new component,D3.1.1.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
110,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.2,R_DEPT-04,R_W_CENTER-04,installed new component,D3.1.1.2.5,Inspection by Group-05: Installation of new component is accepted
111,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.3,R_DEPT-05,R_W_CENTER-05,removed other abrasion part,D3.1.1.3.1,"Inspection by Group-01: No Need to remove fouling part, rework and use"
112,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.3,R_DEPT-05,R_W_CENTER-05,removed other abrasion part,D3.1.1.3.2,Inspection by Group-02: Need more reworking to fit in
113,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.3,R_DEPT-05,R_W_CENTER-05,removed other abrasion part,D3.1.1.3.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
114,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.3,R_DEPT-05,R_W_CENTER-05,removed other abrasion part,D3.1.1.3.4,Inspection by Group-04: After following the #103 its not working perfectly
115,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.3,R_DEPT-05,R_W_CENTER-05,removed other abrasion part,D3.1.1.3.5,Inspection by Group-05: Remove the fouling part
116,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.4,R_DEPT-06,R_W_CENTER-06,installed new part,D3.1.1.4.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
117,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.4,R_DEPT-06,R_W_CENTER-06,installed new part,D3.1.1.4.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
118,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.4,R_DEPT-06,R_W_CENTER-06,installed new part,D3.1.1.4.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
119,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.4,R_DEPT-06,R_W_CENTER-06,installed new part,D3.1.1.4.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
120,D3,N,jkelly@ca.xyz.com,PRODUCT-B,REP-03,D3.1,DEPT-06,PART-08, Abration observed between PART-08 and P-113,D3.1.1,REPLACE,SUB-PART-004,replace abrasion component,D3.1.1.4,R_DEPT-06,R_W_CENTER-06,installed new part,D3.1.1.4.5,Inspection by Group-05: Installation of new component is accepted
121,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.1,R_DEPT-01,R_W_CENTER-01,removed fractured part,D4.1.1.1.1,"Inspection by Group-01: No Need to remove fouling part, rework and use"
122,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.1,R_DEPT-01,R_W_CENTER-01,removed fractured part,D4.1.1.1.2,Inspection by Group-02: Need more reworking to fit in
123,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.1,R_DEPT-01,R_W_CENTER-01,removed fractured part,D4.1.1.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
124,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.1,R_DEPT-01,R_W_CENTER-01,removed fractured part,D4.1.1.1.4,Inspection by Group-04: After following the #103 its not working perfectly
125,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.1,R_DEPT-01,R_W_CENTER-01,removed fractured part,D4.1.1.1.5,Inspection by Group-05: Remove the fouling part
126,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.2,R_DEPT-02,R_W_CENTER-02,installed new part,D4.1.1.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
127,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.2,R_DEPT-02,R_W_CENTER-02,installed new part,D4.1.1.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
128,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.2,R_DEPT-02,R_W_CENTER-02,installed new part,D4.1.1.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
129,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.2,R_DEPT-02,R_W_CENTER-02,installed new part,D4.1.1.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
130,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.1,REMOVE,SUB-PART-013,remove fractured part,D4.1.1.2,R_DEPT-02,R_W_CENTER-02,installed new part,D4.1.1.2.5,Inspection by Group-05: Installation of new component is accepted
131,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.1,R_DEPT-03,R_W_CENTER-03,scrap fractured part,D4.1.2.1.1,"Inspection by Group-01: No Need to remove ripped part, rework and use"
132,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.1,R_DEPT-03,R_W_CENTER-03,scrap fractured part,D4.1.2.1.2,Inspection by Group-02: Need more reworking to fit in
133,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.1,R_DEPT-03,R_W_CENTER-03,scrap fractured part,D4.1.2.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
134,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.1,R_DEPT-03,R_W_CENTER-03,scrap fractured part,D4.1.2.1.4,Inspection by Group-04: After following the #103 its not working perfectly
135,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.1,R_DEPT-03,R_W_CENTER-03,scrap fractured part,D4.1.2.1.5,Inspection by Group-05: Remove the fouling part
136,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.2,R_DEPT-04,R_W_CENTER-04,install new sealed part,D4.1.2.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
137,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.2,R_DEPT-04,R_W_CENTER-04,install new sealed part,D4.1.2.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
138,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.2,R_DEPT-04,R_W_CENTER-04,install new sealed part,D4.1.2.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
139,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,SCRAP,SUB-PART-025,clear fractured part,D4.1.2.2,R_DEPT-04,R_W_CENTER-04,install new sealed part,D4.1.2.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
140,D4,R,ssom@ca.xyz.com,PRODUCT-C,REP-04,D4.1,DEPT-03,PART-04,PART-04 is fractured,D4.1.2,REWORK,SUB-PART-025,clear fractured part,D4.1.2.2,R_DEPT-04,R_W_CENTER-04,install new sealed part,D4.1.2.2.5,Inspection by Group-05: Installation of new component is accepted
141,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.1,R_DEPT-05,R_W_CENTER-05,scrap marked part,D5.1.1.1.1,"Inspection by Group-01: No Need to remove ripped part, rework and use"
142,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.1,R_DEPT-05,R_W_CENTER-05,scrap marked part,D5.1.1.1.2,Inspection by Group-02: Need more reworking to fit in
143,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.1,R_DEPT-05,R_W_CENTER-05,scrap marked part,D5.1.1.1.3,Inspection by Group-03: Rework is not correct. Follow the procedure # 103
144,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.1,R_DEPT-05,R_W_CENTER-05,scrap marked part,D5.1.1.1.4,Inspection by Group-04: After following the #103 its not working perfectly
145,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.1,R_DEPT-05,R_W_CENTER-05,scrap marked part,D5.1.1.1.5,Inspection by Group-05: Remove the fouling part
146,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.2,R_DEPT-06,R_W_CENTER-06,install new marked part,D5.1.1.2.1,"Inspection by Group-01: New Installation is not required, follow OP#205"
147,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.2,R_DEPT-06,R_W_CENTER-06,install new marked part,D5.1.1.2.2,Inspection by Group-02: Also follow the process in OP#206 to repair the existing one
148,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.2,R_DEPT-06,R_W_CENTER-06,install new marked part,D5.1.1.2.3,Inspection by Group-03: Rework is not correct. It may require to install new component. But after follwing OP#207
149,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.2,R_DEPT-06,R_W_CENTER-06,install new marked part,D5.1.1.2.4,Inspection by Group-04: Operations of OP#207 will not be cost effective
150,D5,R,jkelly@ca.xyz.com,PRODUCT-D,REP-05,D5.1,DEPT-01,PART-01,marks found which is creating issues while using the console,D5.1.1,UNINSTALL,SUB-PART-004,uninstall marked area,D5.1.1.2,R_DEPT-06,R_W_CENTER-06,install new marked part,D5.1.1.2.5,Inspection by Group-05: Installation of new component is accepted
